                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     197                                      893                  5.0000000000000000E+000                  2.0000000000000000E-002                  1.0005368329962486E+006                  5.2063238755630657E+004                  1.7074705217079947E+004                  5.4465619284559477E+002                  2.6669075116386751E+000                 -4.1715091713141863E+000                  6.9852315566085332E-001                  8.9791381697376787E-007                  2.8092191245345993E-001                  4.3835712231478557E-005                  5.0725494511379690E-003                  9.2754025553697314E-003                  2.0850244238750366E-003                  5.0000000000000000E+000                  0.0000000000000000E+000                  3.4982635044696906E+000                  1.0313068433837741E-004                  1.4008448220664385E+000                  1.2422836042757955E-002                  1.0758936024015495E-002                  4.6795539447104267E-002                  1.0425122119375185E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9493238038666706E+004                  4.0531298390424746E+005                  9.1801030919654965E+007                  5.4352094317932028E+002                  5.4352094317932062E+002                  2.0847019038008768E-034                  3.8801042458237426E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.1574541160962414E+013                               "r25.12.1"                               "gfortran"                                 "13.3.0"                   "x86_64-linux-25.12.1"                                 "CRMATH"                               "20260417"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  5.0000000000000000E+000                  4.2600795461696472E-001                  4.2348955697959179E+000                 -8.9694868219315680E+000                  3.4039679572640140E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  1.5731430887524216E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  4.9999999999974998E+000                  4.2598287880944935E-001                  4.2399127251016138E+000                 -8.9371028465622757E+000                  3.4403587949881880E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  1.6949357762758410E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  4.9999999999949996E+000                  4.2595960092635599E-001                  4.2436636230452098E+000                 -8.9143631553502871E+000                  3.4662361953315068E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  1.7860503393190377E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  4.9999999999936815E+000                  4.2594795028086013E-001                  4.2462166650719233E+000                 -8.8995461082956329E+000                  3.4832478364749941E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  1.8480394864250288E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  4.9999999999923626E+000                  4.2593668953108993E-001                  4.2499878654488068E+000                 -8.8785282556304868E+000                  3.5075800463031968E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  1.9396788445406187E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  4.9999999999897264E+000                  4.2591522958969363E-001                  4.2536621460450821E+000                 -8.8587670748858418E+000                  3.5306254559179244E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  2.0299797821818871E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  4.9999999999884075E+000                  4.2590497578771552E-001                  4.2560721690047743E+000                 -8.8462408699855786E+000                  3.5453379206940960E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  2.0893845124629442E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  4.9999999999870894E+000                  4.2589501281257985E-001                  4.2584458827115528E+000                 -8.8341813464919916E+000                  3.5595695484879744E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  2.1482179332392180E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  4.9999999999857705E+000                  4.2588532202657231E-001                  4.2607834266815043E+000                 -8.8225549119686963E+000                  3.5733507828843596E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  2.2065064701449681E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
