                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     180                                      820                  1.5000000000000000E+000                  2.0000000000000000E-002                  2.8182884986487176E+007                  2.8705156656095418E+006                  7.0708762491677689E+003                  4.8707871896573280E+000                  1.4706396316673618E+000                 -2.1808636569097328E+000                  6.9654206172726230E-001                  1.0405703760790625E-005                  2.8288128253136541E-001                  2.3738452309109148E-005                  5.0339305974318599E-003                  9.3463347347398709E-003                  2.0850244238750362E-003                  1.5000000000000000E+000                  0.0000000000000000E+000                  1.0492077418821066E+000                  9.4839272986299193E-005                  4.2052466859584925E-001                  4.1313842906074765E-003                  2.7304574526664550E-003                  1.4067539126087197E-002                  3.1275366358125556E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4573733546063704E+004                  7.3970406570101622E+006                  3.0795843497024732E+009                  4.8408760354413971E+000                  4.8408760354413980E+000                  3.2446457598284290E-041                  1.5655570936623661E-001                  5.0000000000000000E+001                  1.0000000000000000E+003                  8.8938421124956775E+014                               "r25.12.1"                               "gfortran"                                 "13.3.0"                   "x86_64-linux-25.12.1"                                 "CRMATH"                               "20260417"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.5000000000000000E+000                  1.6750626541820807E-001                  3.8502938196758594E+000                 -7.4982942508783257E+000                  4.1580003498365583E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  4.6567474418429356E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.4999999999984999E+000                  1.6750323372249898E-001                  3.8521709274021685E+000                 -7.4858377213037928E+000                  4.1724017636308854E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  4.7922709869789738E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.4999999999966251E+000                  1.6749955116816415E-001                  3.8543511413201945E+000                 -7.4726418666435563E+000                  4.1878629569381127E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  4.9401432005202145E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.4999999999947500E+000                  1.6749597873435126E-001                  3.8577709071815174E+000                 -7.4540010447027791E+000                  4.2100699664881960E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  5.1568404067406701E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.4999999999909999E+000                  1.6748913380466654E-001                  3.8628065484893632E+000                 -7.4313367167027380E+000                  4.2380179872207586E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  5.4331558933885819E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.4999999999872500E+000                  1.6748263662799406E-001                  3.8684087699411633E+000                 -7.4110019875174968E+000                  4.2642772298531320E+000                  6.9999999940171509E-001                  2.8000000059828506E-001                  1.9999999999999796E-002                  5.6936492405942576E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.4999999999834999E+000                  1.6747643638095899E-001                  3.8735356785914679E+000                 -7.3962452778581405E+000                  4.2845034413789493E+000                  6.9999999940171509E-001                  2.8000000059828506E-001                  1.9999999999999796E-002                  5.8904739862025245E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.4999999999811560E+000                  1.6747269055823477E-001                  3.8778050620894677E+000                 -7.3858939040731375E+000                  4.2994458190444487E+000                  6.9999999940171509E-001                  2.8000000059828506E-001                  1.9999999999999796E-002                  6.0325874434737494E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.4999999999788125E+000                  1.6746903286775688E-001                  3.8824678736446936E+000                 -7.3765042018999702E+000                  4.3138916207820195E+000                  6.9999999940171509E-001                  2.8000000059828506E-001                  1.9999999999999796E-002                  6.1644618850369788E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
